ID,team_position,is_captain,is_vice_captain,multiplier,manager_id,gameweek,minutes,goals_scored,assists,bonus,clean_sheets,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,total_points,player_name
339,15,False,False,1,302714,10,90,0,1,0,0,0.0,0.01,0.01,1.01,5,Virgil van Dijk
325,1,False,False,1,307954,10,90,0,0,0,0,0.0,0.0,0.0,1.01,3,Caoimhín Kelleher
311,2,False,False,1,307954,10,90,0,0,0,0,0.0,0.1,0.1,1.01,2,Trent Alexander-Arnold
369,3,False,False,1,307954,10,90,0,0,0,0,0.0,0.01,0.01,1.11,1,Diogo Dalot Teixeira
326,4,False,False,1,307954,10,45,0,0,0,0,0.37,0.0,0.37,0.77,1,Ibrahima Konaté
348,5,False,False,1,307954,10,90,0,0,0,0,0.35,0.69,1.04,2.04,2,Phil Foden
492,6,False,False,1,307954,10,90,0,1,0,0,0.0,0.37,0.37,1.86,5,Dejan Kulusevski
327,7,False,False,1,307954,10,24,0,0,0,0,0.0,0.02,0.02,0.24,1,Luis Díaz Marulanda
366,8,False,False,1,307954,10,90,1,0,3,0,1.27,0.1,1.37,1.11,10,Bruno Borges Fernandes
447,9,False,False,1,307954,10,78,1,0,1,1,0.78,0.01,0.79,0.13,7,Chris Wood
268,10,False,False,1,307954,10,74,0,0,0,1,0.0,0.01,0.01,0.39,2,Liam Delap
4,11,False,False,1,307954,10,90,0,0,0,0,0.0,0.42,0.42,0.53,1,Kai Havertz
310,12,False,False,1,307954,10,0,0,0,0,0,0.0,0.0,0.0,0.0,0,Alisson Becker
505,13,False,False,1,307954,10,81,0,0,0,0,0.0,0.16,0.16,1.84,2,Destiny Udogie
3,14,False,False,1,307954,10,90,0,0,0,0,0.0,0.1,0.1,0.53,2,Gabriel dos Santos Magalhães
345,15,False,False,1,307954,10,0,0,0,0,0,0.0,0.0,0.0,0.0,0,Kevin De Bruyne
235,1,False,False,1,318423,10,90,0,0,0,0,0.0,0.01,0.01,0.74,2,Jordan Pickford
495,2,False,False,1,318423,10,90,0,0,0,0,0.04,0.02,0.06,1.86,1,Pedro Porro Sauceda
24,3,False,False,1,318423,10,19,0,0,0,0,0.0,0.03,0.03,0.04,1,Benjamin White
6,4,False,False,1,318423,10,70,0,0,0,0,0.04,0.11,0.15,0.48,1,Jurriën Timber
88,5,False,False,1,318423,10,90,0,0,0,0,0.0,0.0,0.0,1.37,1,Nathan Collins
385,6,False,False,1,318423,10,72,0,0,0,1,0.23,0.01,0.24,0.92,2,Marcus Rashford
356,7,False,False,1,318423,10,90,0,0,0,0,0.0,0.48,0.48,2.04,2,Matheus Nunes
494,8,False,False,1,318423,10,8,1,0,0,0,0.12,0.02,0.14,0.02,6,James Maddison
351,9,False,False,1,318423,10,90,0,0,0,0,0.88,0.02,0.9,2.04,2,Erling Haaland
38,10,False,False,1,318423,10,21,0,0,0,0,0.0,0.0,0.0,1.48,1,Jhon Durán
180,11,False,False,1,318423,10,90,0,0,0,0,0.08,0.05,0.13,1.98,1,Nicolas Jackson
15,12,False,False,1,318423,10,90,0,0,0,0,0.0,0.0,0.0,0.53,3,David Raya Martín
335,13,False,False,1,318423,10,0,0,0,0,0,0.0,0.0,0.0,0.0,0,Andrew Robertson
392,14,False,False,1,318423,10,5,0,0,0,0,0.0,0.41,0.41,0.33,1,Harvey Barnes
136,15,False,False,1,318423,10,86,0,0,0,0,0.11,0.2,0.31,1.65,2,Mitoma Kaoru
568,1,False,False,1,319681,10,90,0,0,0,0,0.0,0.0,0.0,1.55,2,Arijanet Muric
238,2,False,False,1,319681,10,90,0,0,0,0,0.0,0.04,0.04,0.74,2,Ashley Young
228,3,False,False,1,319681,10,90,0,0,0,0,0.1,0.0,0.1,0.74,1,Michael Keane
422,4,False,False,1,319681,10,88,1,0,3,1,0.07,0.03,0.1,0.13,15,Ola Aina
514,5,False,False,1,319681,10,90,0,0,0,0,0.04,0.06,0.1,2.17,2,Jarrod Bowen
99,6,False,False,1,319681,10,86,0,0,0,1,0.0,0.01,0.01,0.9,3,Bryan Mbeumo
19,7,False,False,1,319681,10,81,0,0,0,0,0.12,0.29,0.41,0.18,2,Emile Smith Rowe
230,8,False,False,1,319681,10,90,0,0,0,0,0.0,0.09,0.09,0.74,2,Dwight McNeil
17,9,False,False,1,319681,10,90,0,0,0,0,0.2,0.25,0.45,0.53,2,Bukayo Saka
541,10,False,False,1,319681,10,90,0,1,1,0,0.11,0.22,0.33,2.51,6,Matheus Santos Carneiro da Cunha
58,11,False,False,1,319681,10,90,0,0,0,0,0.46,0.0,0.46,2.44,2,Ollie Watkins
383,12,False,False,1,319681,10,90,0,0,0,0,0.0,0.0,0.0,1.11,2,André Onana
316,13,False,False,1,319681,10,76,0,0,0,0,0.07,0.03,0.1,0.89,2,Darwin Núñez Ribeiro
593,14,False,False,1,319681,10,90,0,0,0,0,0.0,0.0,0.0,1.11,2,Matthijs de Ligt
380,15,False,False,1,319681,10,90,0,0,0,0,0.0,0.0,0.0,1.11,1,Lisandro Martínez
508,1,False,False,1,295362,11,90,0,0,0,0,0.0,0.0,0.0,1.74,1,Guglielmo Vicario
350,2,False,False,1,295362,11,90,0,0,0,0,0.05,0.03,0.08,2.29,1,Joško Gvardiol
594,3,False,False,1,295362,11,90,0,0,2,1,0.02,0.23,0.25,0.77,8,Noussair Mazraoui
255,4,False,False,1,295362,11,90,0,0,0,1,0.06,0.05,0.11,1.52,6,Antonee Robinson
36,5,False,False,1,295362,11,73,0,0,0,0,0.23,0.15,0.38,1.35,2,Lucas Digne
503,6,False,False,1,295362,11,90,0,0,0,0,0.11,0.48,0.59,1.74,2,Son Heung-min
182,7,False,False,1,295362,11,90,0,0,0,0,0.15,0.01,0.16,0.99,2,Cole Palmer
9,8,False,False,1,295362,11,70,1,0,1,0,0.48,0.0,0.48,1.22,8,Gabriel Martinelli Silva
54,9,False,False,1,295362,11,90,0,0,0,0,0.19,0.03,0.22,2.02,1,Morgan Rogers
401,10,False,False,1,295362,11,90,1,1,2,0,0.55,0.24,0.79,0.63,11,Alexander Isak
82,11,False,False,1,295362,11,90,0,0,0,0,0.38,0.02,0.4,1.74,2,Dominic Solanke-Mitchell
413,12,False,False,1,295362,11,90,0,0,0,0,0.0,0.0,0.0,0.63,2,Nick Pope
306,13,False,False,1,295362,11,0,0,0,0,0,0.0,0.0,0.0,0.0,0,Jamie Vardy
578,14,False,False,1,295362,11,0,0,0,0,0,0.0,0.0,0.0,0.0,0,Riccardo Calafiori
317,15,False,False,1,295362,11,0,0,0,0,0,0.0,0.0,0.0,0.0,0,Diogo Teixeira da Silva
443,1,False,False,1,302714,11,90,0,0,0,0,0.0,0.0,0.0,1.7,2,Matz Sels
339,2,False,False,1,302714,11,90,0,0,0,1,0.0,0.02,0.02,1.38,6,Virgil van Dijk
533,3,False,False,1,302714,11,90,0,0,0,1,0.09,0.08,0.17,0.66,6,Rayan Aït-Nouri
70,4,False,False,1,302714,11,90,0,0,0,0,0.0,0.1,0.1,1.48,1,Milos Kerkez
83,5,False,False,1,302714,11,23,0,0,0,0,0.0,0.36,0.36,0.53,1,Marcus Tavernier
328,6,False,False,1,302714,11,90,1,1,3,1,0.78,0.28,1.06,1.38,14,Mohamed Salah
491,7,False,False,1,302714,11,83,0,0,0,0,0.77,0.02,0.79,1.72,2,Brennan Johnson
398,8,False,False,1,302714,11,79,0,0,0,0,0.23,0.39,0.62,0.6,2,Anthony Gordon
110,9,False,False,1,302714,11,90,2,0,3,0,0.6,0.02,0.62,2.61,13,Yoane Wissa
148,10,False,False,1,302714,11,90,0,0,0,0,0.3,0.01,0.31,2.22,2,Danny Welbeck
252,11,False,False,1,302714,11,74,0,1,0,1,0.13,0.18,0.31,1.48,5,Raúl Jiménez Rodríguez
347,12,False,False,1,302714,11,90,0,0,0,0,0.0,0.0,0.0,2.29,1,Ederson Santana de Moraes
618,13,False,False,1,302714,11,65,0,0,0,0,0.18,0.0,0.18,2.03,2,Georginio Rutter
355,14,False,False,1,302714,11,90,0,0,0,0,0.0,0.02,0.02,2.29,0,Rico Lewis
18,15,False,False,1,302714,11,90,0,0,0,0,0.0,0.26,0.26,1.28,2,William Saliba
325,1,False,False,1,307954,11,90,0,0,0,1,0.0,0.0,0.0,1.38,6,Caoimhín Kelleher
311,2,False,False,1,307954,11,24,0,0,0,0,0.0,0.03,0.03,0.15,1,Trent Alexander-Arnold
369,3,False,False,1,307954,11,56,0,0,0,0,0.0,0.01,0.01,0.73,1,Diogo Dalot Teixeira
326,4,False,False,1,307954,11,90,0,0,0,1,0.11,0.01,0.12,1.38,6,Ibrahima Konaté
372,5,False,False,1,307954,11,33,1,0,0,0,0.06,0.01,0.07,0.05,6,Alejandro Garnacho Ferreyra
492,6,False,False,1,307954,11,90,0,0,0,0,0.0,0.34,0.34,1.74,2,Dejan Kulusevski
327,7,False,False,1,307954,11,90,0,0,0,1,0.04,0.08,0.12,1.38,3,Luis Díaz Marulanda
366,8,False,False,1,307954,11,90,1,2,3,1,0.24,0.17,0.41,0.77,17,Bruno Borges Fernandes
447,9,False,False,1,307954,11,90,0,0,0,0,0.0,0.01,0.01,1.7,2,Chris Wood
268,10,False,False,1,307954,11,69,1,1,3,0,0.99,0.04,1.03,1.28,11,Liam Delap
4,11,False,False,1,307954,11,90,0,0,0,0,0.0,0.01,0.01,1.28,1,Kai Havertz
310,12,False,False,1,307954,11,0,0,0,0,0,0.0,0.0,0.0,0.0,0,Alisson Becker
505,13,False,False,1,307954,11,90,0,0,0,0,0.0,0.04,0.04,1.74,1,Destiny Udogie
3,14,False,False,1,307954,11,90,0,0,0,0,0.0,0.23,0.23,1.28,2,Gabriel dos Santos Magalhães
345,15,False,False,1,307954,11,16,0,0,0,0,0.03,0.01,0.04,0.83,1,Kevin De Bruyne
235,1,False,False,1,318423,11,90,0,0,3,1,0.0,0.0,0.0,0.83,11,Jordan Pickford
335,2,False,False,1,318423,11,90,0,0,2,1,0.0,0.26,0.26,1.38,8,Andrew Robertson
495,3,False,False,1,318423,11,90,0,1,0,0,0.0,0.17,0.17,1.74,4,Pedro Porro Sauceda
88,4,False,False,1,318423,11,90,0,0,0,0,0.0,0.29,0.29,2.61,1,Nathan Collins
6,5,False,False,1,318423,11,90,0,0,0,0,0.04,0.01,0.05,1.28,2,Jurriën Timber
385,6,False,False,1,318423,11,56,0,0,0,0,0.0,0.02,0.02,0.73,1,Marcus Rashford
356,7,False,False,1,318423,11,90,0,0,0,0,0.0,0.03,0.03,2.29,2,Matheus Nunes
494,8,False,False,1,318423,11,6,0,0,0,0,0.0,0.0,0.0,0.02,1,James Maddison
180,9,False,False,1,318423,11,87,0,0,0,0,0.06,0.06,0.12,0.99,2,Nicolas Jackson
351,10,False,False,1,318423,11,90,1,0,0,0,1.38,0.0,1.38,2.29,5,Erling Haaland
38,11,False,False,1,318423,11,25,0,0,0,0,0.0,0.0,0.0,0.84,1,Jhon Durán
15,12,False,False,1,318423,11,90,0,0,0,0,0.0,0.0,0.0,1.28,2,David Raya Martín
24,13,False,False,1,318423,11,90,0,0,0,0,0.02,0.18,0.2,1.28,1,Benjamin White
392,14,False,False,1,318423,11,10,1,0,1,0,0.27,0.0,0.27,0.04,7,Harvey Barnes
136,15,False,False,1,318423,11,89,0,0,0,0,0.22,0.27,0.49,2.06,2,Mitoma Kaoru
383,1,False,False,1,319681,11,90,0,0,2,1,0.0,0.0,0.0,0.77,9,André Onana
380,2,False,False,1,319681,11,90,0,0,0,1,0.0,0.01,0.01,0.77,6,Lisandro Martínez
593,3,False,False,1,319681,11,90,0,0,0,1,0.0,0.0,0.0,0.77,6,Matthijs de Ligt
422,4,False,False,1,319681,11,90,0,0,0,0,0.0,0.06,0.06,1.7,1,Ola Aina
514,5,False,False,1,319681,11,90,0,0,0,1,0.1,0.19,0.29,1.11,3,Jarrod Bowen
99,6,False,False,1,319681,11,90,0,1,0,0,0.09,0.25,0.34,2.17,5,Bryan Mbeumo
19,7,False,False,1,319681,11,88,1,0,3,1,0.18,0.05,0.23,1.5,11,Emile Smith Rowe
17,8,False,False,1,319681,11,80,0,0,0,0,0.03,0.01,0.04,1.24,2,Bukayo Saka
316,9,False,False,1,319681,11,64,1,0,1,1,1.0,0.02,1.02,1.16,7,Darwin Núñez Ribeiro
58,10,False,False,1,319681,11,64,0,0,0,0,0.36,0.01,0.37,1.18,2,Ollie Watkins
541,11,False,False,1,319681,11,89,1,1,3,1,0.06,0.42,0.48,0.48,12,Matheus Santos Carneiro da Cunha
568,12,False,False,1,319681,11,90,0,0,0,0,0.0,0.0,0.0,1.82,3,Arijanet Muric
230,13,False,False,1,319681,11,0,0,0,0,0,0.0,0.0,0.0,0.0,0,Dwight McNeil
399,14,False,False,1,319681,11,90,0,0,0,0,0.0,0.08,0.08,0.63,2,Lewis Hall
498,15,False,False,1,319681,11,90,0,0,0,0,0.05,0.09,0.14,1.74,1,Cristian Romero
185,1,False,False,1,295362,12,90,0,0,0,0,0.0,0.0,0.0,1.11,1,Robert Lynch Sánchez
594,2,False,False,1,295362,12,90,0,0,0,0,0.0,0.01,0.01,1.59,2,Noussair Mazraoui
255,3,False,False,1,295362,12,90,0,0,0,0,0.03,0.27,0.3,1.32,0,Antonee Robinson
36,4,False,False,1,295362,12,21,0,0,0,0,0.0,0.0,0.0,0.24,1,Lucas Digne
578,5,False,False,1,295362,12,66,0,0,0,1,0.0,0.01,0.01,0.16,6,Riccardo Calafiori
503,6,False,False,1,295362,12,62,0,1,0,1,0.02,0.16,0.18,1.43,6,Son Heung-min
182,7,False,False,1,295362,12,90,0,0,0,0,0.89,0.17,1.06,1.11,2,Cole Palmer
54,8,False,False,1,295362,12,81,0,0,0,0,0.18,0.05,0.23,1.23,2,Morgan Rogers
82,9,False,False,1,295362,12,90,0,1,0,1,0.12,0.05,0.17,2.14,5,Dominic Solanke-Mitchell
401,10,False,False,1,295362,12,90,0,0,0,0,0.71,0.03,0.74,0.91,2,Alexander Isak
617,11,False,False,1,295362,12,90,0,0,0,0,0.51,0.01,0.52,0.94,2,Francisco Evanilson de Lima Barbosa
413,12,False,False,1,295362,12,90,0,0,0,0,0.0,0.0,0.0,0.91,2,Nick Pope
560,13,False,False,1,295362,12,0,0,0,0,0,0.0,0.0,0.0,0.0,0,Pedro Lomba Neto
9,14,False,False,1,295362,12,0,0,0,0,0,0.0,0.0,0.0,0.0,0,Gabriel Martinelli Silva
350,15,False,False,1,295362,12,90,0,0,0,0,0.3,0.57,0.87,2.51,0,Joško Gvardiol
47,1,False,False,1,302714,12,90,0,0,0,0,0.0,0.0,0.0,1.26,2,Emiliano Martínez Romero
339,2,False,False,1,302714,12,90,0,0,0,0,0.0,0.03,0.03,1.28,1,Virgil van Dijk
533,3,False,False,1,302714,12,90,0,0,0,0,0.0,0.01,0.01,1.03,2,Rayan Aït-Nouri
409,4,False,False,1,302714,12,90,0,0,0,0,0.0,0.16,0.16,0.91,1,Tino Livramento
618,5,False,False,1,302714,12,63,0,1,0,1,0.2,0.01,0.21,0.73,5,Georginio Rutter
328,6,False,False,1,302714,12,90,2,0,2,0,1.86,0.16,2.02,1.28,13,Mohamed Salah
89,7,False,False,1,302714,12,71,0,0,0,1,0.05,0.16,0.21,0.67,3,Mikkel Damsgaard
398,8,False,False,1,302714,12,67,0,0,0,0,0.43,0.12,0.55,0.63,2,Anthony Gordon
110,9,False,False,1,302714,12,71,0,0,0,1,0.82,0.01,0.83,0.67,2,Yoane Wissa
148,10,False,False,1,302714,12,85,0,0,0,1,0.0,0.03,0.03,1.12,2,Danny Welbeck
252,11,False,False,1,302714,12,70,0,0,0,0,0.72,0.01,0.73,0.91,2,Raúl Jiménez Rodríguez
347,12,False,False,1,302714,12,90,0,0,0,0,0.0,0.0,0.0,2.51,1,Ederson Santana de Moraes
18,13,False,False,1,302714,12,90,0,0,1,1,0.0,0.02,0.02,0.33,7,William Saliba
491,14,False,False,1,302714,12,27,1,0,0,0,1.13,0.0,1.13,0.71,6,Brennan Johnson
355,15,False,False,1,302714,12,73,0,0,0,0,0.05,0.03,0.08,1.38,0,Rico Lewis
325,1,False,False,1,307954,12,90,0,0,0,0,0.0,0.0,0.0,1.28,7,Caoimhín Kelleher
163,2,False,False,1,307954,12,90,0,0,0,0,0.0,0.26,0.26,1.11,2,Marc Cucurella Saseta
326,3,False,False,1,307954,12,90,0,0,0,0,0.0,0.03,0.03,1.28,0,Ibrahima Konaté
369,4,False,False,1,307954,12,90,0,0,0,0,0.03,0.01,0.04,1.59,2,Diogo Dalot Teixeira
345,5,False,False,1,307954,12,16,0,0,0,0,0.04,0.15,0.19,1.13,0,Kevin De Bruyne
372,6,False,False,1,307954,12,85,0,0,0,0,0.22,0.02,0.24,1.4,2,Alejandro Garnacho Ferreyra
327,7,False,False,1,307954,12,28,0,0,0,0,0.15,0.08,0.23,0.05,1,Luis Díaz Marulanda
366,8,False,False,1,307954,12,90,0,0,0,0,0.17,0.31,0.48,1.59,2,Bruno Borges Fernandes
13,9,False,False,1,307954,12,81,0,1,0,1,0.26,0.15,0.41,0.27,6,Martin Ødegaard
268,10,False,False,1,307954,12,80,0,0,0,0,0.99,0.01,1.0,0.72,2,Liam Delap
447,11,False,False,1,307954,12,27,0,0,0,0,0.0,0.0,0.0,0.27,1,Chris Wood
310,12,False,False,1,307954,12,0,0,0,0,0,0.0,0.0,0.0,0.0,0,Alisson Becker
4,13,False,False,1,307954,12,0,0,0,0,0,0.0,0.0,0.0,0.0,0,Kai Havertz
3,14,False,False,1,307954,12,90,0,0,0,1,0.07,0.02,0.09,0.33,6,Gabriel dos Santos Magalhães
311,15,False,False,1,307954,12,0,0,0,0,0,0.0,0.0,0.0,0.0,0,Trent Alexander-Arnold
235,1,False,False,1,318423,12,90,0,0,0,1,0.0,0.0,0.0,1.1,6,Jordan Pickford
495,2,False,False,1,318423,12,90,1,0,2,1,0.31,0.01,0.32,2.14,14,Pedro Porro Sauceda
335,3,False,False,1,318423,12,90,0,0,0,0,0.0,0.15,0.15,1.28,1,Andrew Robertson
6,4,False,False,1,318423,12,87,0,0,0,1,0.05,0.05,0.1,0.27,6,Jurriën Timber
88,5,False,False,1,318423,12,90,0,0,0,1,0.0,0.0,0.0,1.2,6,Nathan Collins
385,6,False,False,1,318423,12,67,1,0,1,0,0.25,0.04,0.29,1.36,8,Marcus Rashford
392,7,False,False,1,318423,12,45,0,0,0,0,0.0,0.05,0.05,0.7,1,Harvey Barnes
494,8,False,False,1,318423,12,88,2,0,3,1,0.79,0.03,0.82,2.14,16,James Maddison
351,9,False,False,1,318423,12,90,0,0,0,0,0.82,0.03,0.85,2.51,2,Erling Haaland
38,10,False,False,1,318423,12,21,0,0,0,0,0.02,0.0,0.02,0.24,1,Jhon Durán
180,11,False,False,1,318423,12,90,1,1,3,1,0.44,0.15,0.59,0.32,12,Nicolas Jackson
15,12,False,False,1,318423,12,90,0,0,0,1,0.0,0.0,0.0,0.33,6,David Raya Martín
24,13,False,False,1,318423,12,0,0,0,0,0,0.0,0.0,0.0,0.0,0,Benjamin White
356,14,False,False,1,318423,12,0,0,0,0,0,0.0,0.0,0.0,0.0,0,Matheus Nunes
136,15,False,False,1,318423,12,90,1,0,2,0,0.42,0.03,0.45,1.63,9,Mitoma Kaoru
383,1,False,False,1,319681,12,90,0,0,0,0,0.0,0.0,0.0,1.59,3,André Onana
593,2,False,False,1,319681,12,90,0,0,0,0,0.0,0.0,0.0,1.59,2,Matthijs de Ligt
399,3,False,False,1,319681,12,90,0,0,0,0,0.1,0.23,0.33,0.91,1,Lewis Hall
422,4,False,False,1,319681,12,90,0,0,0,0,0.0,0.01,0.01,1.19,0,Ola Aina
17,5,False,False,1,319681,12,82,1,1,3,1,0.29,0.24,0.53,0.27,13,Bukayo Saka
514,6,False,False,1,319681,12,90,0,1,1,1,0.21,0.05,0.26,1.69,7,Jarrod Bowen
19,7,False,False,1,319681,12,58,0,0,0,0,0.0,0.02,0.02,0.76,1,Emile Smith Rowe
99,8,False,False,1,319681,12,90,0,0,0,1,0.0,0.12,0.12,1.2,3,Bryan Mbeumo
58,9,False,False,1,319681,12,90,1,0,1,0,1.3,0.02,1.32,1.26,7,Ollie Watkins
316,10,False,False,1,319681,12,89,0,0,0,0,0.15,0.02,0.17,1.23,2,Darwin Núñez Ribeiro
541,11,False,False,1,319681,12,90,2,1,3,0,0.77,0.05,0.82,0.97,16,Matheus Santos Carneiro da Cunha
248,12,False,False,1,319681,12,90,0,0,0,0,0.0,0.0,0.0,1.32,0,Bernd Leno
177,13,False,False,1,319681,12,84,0,0,0,1,0.47,0.05,0.52,0.32,3,Noni Madueke
380,14,False,False,1,319681,12,0,0,0,0,0,0.0,0.0,0.0,0.0,0,Lisandro Martínez
498,15,False,False,1,319681,12,0,0,0,0,0,0.0,0.0,0.0,0.0,0,Cristian Romero
413,1,False,False,1,295362,13,90,0,0,0,0,0.0,0.0,0.0,1.76,2,Nick Pope
594,2,False,False,1,295362,13,55,0,0,0,0,0.0,0.01,0.01,0.38,1,Noussair Mazraoui
578,3,False,False,1,295362,13,55,0,0,0,0,0.05,0.01,0.06,0.8,0,Riccardo Calafiori
144,4,False,False,1,295362,13,90,0,0,0,0,0.06,0.08,0.14,1.01,2,Jan Paul van Hecke
36,5,False,False,1,295362,13,90,0,0,0,0,0.0,0.03,0.03,1.61,1,Lucas Digne
503,6,False,False,1,295362,13,90,0,0,0,0,0.18,0.03,0.21,1.38,2,Son Heung-min
182,7,False,False,1,295362,13,85,1,1,3,1,0.33,0.08,0.41,0.73,14,Cole Palmer
54,8,False,False,1,295362,13,65,0,0,0,0,0.0,0.0,0.0,0.94,2,Morgan Rogers
560,9,False,False,1,295362,13,90,0,0,0,1,0.03,0.05,0.08,1.15,3,Pedro Lomba Neto
401,10,False,False,1,295362,13,21,0,0,0,0,0.0,0.0,0.0,0.0,1,Alexander Isak
617,11,False,False,1,295362,13,76,0,3,1,0,0.51,0.01,0.52,0.45,12,Francisco Evanilson de Lima Barbosa
185,12,False,False,1,295362,13,90,0,0,0,1,0.0,0.0,0.0,1.15,7,Robert Lynch Sánchez
9,13,False,False,1,295362,13,0,0,0,0,0,0.0,0.0,0.0,0.0,0,Gabriel Martinelli Silva
82,14,False,False,1,295362,13,0,0,0,0,0,0.0,0.0,0.0,0.0,0,Dominic Solanke-Mitchell
350,15,False,False,1,295362,13,0,0,0,0,0,0.0,0.0,0.0,0.0,0,Joško Gvardiol
146,1,False,False,1,302714,13,90,0,0,0,0,0.0,0.0,0.0,1.01,2,Bart Verbruggen
18,2,False,False,1,302714,13,90,0,0,0,0,0.0,0.01,0.01,1.54,1,William Saliba
574,3,False,False,1,302714,13,90,0,0,0,1,0.04,0.01,0.05,0.59,6,Nikola Milenković
409,4,False,False,1,302714,13,90,0,0,0,0,0.0,0.02,0.02,1.76,2,Tino Livramento
618,5,False,False,1,302714,13,87,0,0,0,0,0.43,0.01,0.44,1.01,2,Georginio Rutter
328,6,False,False,1,302714,13,83,1,1,2,1,1.26,0.52,1.78,0.77,13,Mohamed Salah
398,7,False,False,1,302714,13,74,0,1,0,1,0.0,0.02,0.02,1.6,5,Anthony Gordon
491,8,False,False,1,302714,13,90,1,0,3,0,0.31,0.01,0.32,1.38,10,Brennan Johnson
129,9,False,False,1,302714,13,71,0,0,0,0,0.1,0.04,0.14,0.96,2,João Pedro Junqueira de Jesus
110,10,False,False,1,302714,13,90,1,0,2,0,0.78,0.05,0.83,1.06,8,Yoane Wissa
148,11,False,False,1,302714,13,78,0,0,0,0,0.19,0.06,0.25,0.96,2,Danny Welbeck
347,12,False,False,1,302714,13,0,0,0,0,0,0.0,0.0,0.0,0.0,0,Ederson Santana de Moraes
89,13,False,False,1,302714,13,69,0,1,0,0,0.18,0.39,0.57,0.88,5,Mikkel Damsgaard
339,14,False,False,1,302714,13,90,0,0,0,1,0.35,0.02,0.37,0.82,6,Virgil van Dijk
355,15,False,False,1,302714,13,78,0,0,0,0,0.07,0.04,0.11,3.24,1,Rico Lewis
325,1,False,False,1,307954,13,90,0,0,0,1,0.0,0.0,0.0,0.82,7,Caoimhín Kelleher
436,2,False,False,1,307954,13,90,0,0,1,1,0.22,0.0,0.22,0.59,7,Murillo Costa dos Santos
505,3,False,False,1,307954,13,90,0,0,0,0,0.0,0.03,0.03,1.38,2,Destiny Udogie
369,4,False,False,1,307954,13,90,0,0,0,1,0.0,0.03,0.03,0.65,6,Diogo Dalot Teixeira
372,5,False,False,1,307954,13,24,0,0,0,0,0.06,0.04,0.1,0.21,1,Alejandro Garnacho Ferreyra
327,6,False,False,1,307954,13,90,0,1,0,1,0.0,0.11,0.11,0.77,6,Luis Díaz Marulanda
366,7,False,False,1,307954,13,65,0,2,0,1,0.03,0.18,0.21,0.45,9,Bruno Borges Fernandes
13,8,False,False,1,307954,13,73,1,0,1,0,0.82,0.33,1.15,0.8,8,Martin Ødegaard
345,9,False,False,1,307954,13,11,0,0,0,0,0.4,0.0,0.4,0.11,1,Kevin De Bruyne
447,10,False,False,1,307954,13,90,1,0,3,1,0.79,0.0,0.79,0.59,9,Chris Wood
268,11,False,False,1,307954,13,90,0,0,0,0,0.04,0.01,0.05,1.68,2,Liam Delap
310,12,False,False,1,307954,13,0,0,0,0,0,0.0,0.0,0.0,0.0,0,Alisson Becker
375,13,False,False,1,307954,13,0,0,0,0,0,0.0,0.0,0.0,0.0,0,Rasmus Højlund
326,14,False,False,1,307954,13,0,0,0,0,0,0.0,0.0,0.0,0.0,0,Ibrahima Konaté
311,15,False,False,1,307954,13,72,0,0,2,1,0.07,0.08,0.15,0.23,8,Trent Alexander-Arnold
235,1,False,False,1,318423,13,90,0,0,0,0,0.0,0.01,0.01,0.73,0,Jordan Pickford
335,2,False,False,1,318423,13,90,0,0,0,1,0.05,0.19,0.24,0.82,6,Andrew Robertson
495,3,False,False,1,318423,13,90,0,0,0,0,0.07,0.07,0.14,1.38,2,Pedro Porro Sauceda
88,4,False,False,1,318423,13,90,0,1,0,0,0.0,0.15,0.15,1.06,5,Nathan Collins
6,5,False,False,1,318423,13,90,0,0,0,0,0.1,0.01,0.11,1.54,1,Jurriën Timber
385,6,False,False,1,318423,13,90,2,0,1,1,0.44,0.02,0.46,0.65,14,Marcus Rashford
364,7,False,False,1,318423,13,90,0,2,2,1,0.14,0.09,0.23,0.65,11,Amad Diallo
494,8,False,False,1,318423,13,84,0,0,0,0,0.07,0.06,0.13,1.38,2,James Maddison
180,9,False,False,1,318423,13,70,1,0,0,1,0.36,0.01,0.37,0.68,6,Nicolas Jackson
351,10,False,False,1,318423,13,90,0,0,0,0,0.19,0.01,0.2,3.35,2,Erling Haaland
38,11,False,False,1,318423,13,24,0,0,0,0,0.42,0.0,0.42,0.67,1,Jhon Durán
15,12,False,False,1,318423,13,90,0,0,0,0,0.0,0.0,0.0,1.54,2,David Raya Martín
238,13,False,False,1,318423,13,72,0,0,0,0,0.0,0.0,0.0,0.73,-1,Ashley Young
392,14,False,False,1,318423,13,68,0,0,0,0,0.0,0.02,0.02,1.76,2,Harvey Barnes
136,15,False,False,1,318423,13,90,1,0,3,0,0.57,0.1,0.67,1.01,10,Mitoma Kaoru
383,1,False,False,1,319681,13,90,0,0,0,1,0.0,0.0,0.0,0.65,6,André Onana
380,2,False,False,1,319681,13,90,0,0,0,1,0.0,0.02,0.02,0.65,5,Lisandro Martínez
593,3,False,False,1,319681,13,55,0,0,0,0,0.0,0.0,0.0,0.38,1,Matthijs de Ligt
422,4,False,False,1,319681,13,90,0,0,2,1,0.0,0.01,0.01,0.59,8,Ola Aina
399,5,False,False,1,319681,13,90,0,0,0,0,0.0,0.04,0.04,1.76,2,Lewis Hall
514,6,False,False,1,319681,13,90,0,0,0,0,0.06,0.01,0.07,3.6,2,Jarrod Bowen
